"Matemática Discreta-TP1","a96561","a96561","a96561","."
"Matemática Discreta-TP1","a83620","a83620","a83620","."
"Matemática Discreta-TP1","a119000","a119000","a119000","."
"Matemática Discreta-TP1","a124920","a124920","a124920","."
"Matemática Discreta-TP1","a112520","a112520","a112520","."
"Matemática Discreta-TP1","a149550","a149550","a149550","."
"Matemática Discreta-TP1","a124020","a124020","a124020","."
"Matemática Discreta-TP1","a153920","a153920","a153920","."
"Matemática Discreta-TP1","a182520","a182520","a182520","."
"Matemática Discreta-TP1","a99637","a99637","a99637","."
"Matemática Discreta-TP1","a107000","a107000","a107000","."
"Matemática Discreta-TP1","a198420","a198420","a198420","."
"Matemática Discreta-TP1","a191520","a191520","a191520","."
"Matemática Discreta-TP1","a103550","a103550","a103550","."
"Matemática Discreta-TP1","a127820","a127820","a127820","."
"Matemática Discreta-TP1","a100520","a100520","a100520","."
"Matemática Discreta-TP1","a129420","a129420","a129420","."
"Matemática Discreta-TP1","a160520","a160520","a160520","."
"Matemática Discreta-TP1","a96275","a96275","a96275","."
"Matemática Discreta-TP1","a115000","a115000","a115000","."
"Matemática Discreta-TP1","a134650","a134650","a134650","."
"Matemática Discreta-TP1","a150100","a150100","a150100","."
"Matemática Discreta-TP1","a192920","a192920","a192920","."
"Matemática Discreta-TP1","a147820","a147820","a147820","."
"Matemática Discreta-TP1","a173920","a173920","a173920","."
"Matemática Discreta-TP1","a177710","a177710","a177710","."
"Matemática Discreta-TP1","a179420","a179420","a179420","."
"Matemática Discreta-TP1","a122520","a122520","a122520","."
"Matemática Discreta-TP1","a145020","a145020","a145020","."
"Matemática Discreta-TP1","a183920","a183920","a183920","."
"Matemática Discreta-TP1","a82697","a82697","a82697","."
"Matemática Discreta-TP1","a98266","a98266","a98266","."
"Matemática Discreta-TP1","a149420","a149420","a149420","."
"Matemática Discreta-TP1","a163920","a163920","a163920","."
"Matemática Discreta-TP1","a123020","a123020","a123020","."
"Matemática Discreta-TP1","a90127","a90127","a90127","."
"Matemática Discreta-TP1","a158000","a158000","a158000","."
"Matemática Discreta-TP1","a104920","a104920","a104920","."
"Matemática Discreta-TP1","a181520","a181520","a181520","."
"Matemática Discreta-TP1","a173250","a173250","a173250","."
"Matemática Discreta-TP1","a164920","a164920","a164920","."
"Matemática Discreta-TP1","a91961","a91961","a91961","."
"Matemática Discreta-TP1","a97195","a97195","a97195","."
"Matemática Discreta-TP1","a99057","a99057","a99057","."
"Matemática Discreta-TP1","a93898","a93898","a93898","."
"Matemática Discreta-TP1","a95765","a95765","a95765","."
"Matemática Discreta-TP1","a114920","a114920","a114920","."
"Matemática Discreta-TP1","a180520","a180520","a180520","."
"Matemática Discreta-TP2","a152920","a152920","a152920","."
"Matemática Discreta-TP2","a152520","a152520","a152520","."
"Matemática Discreta-TP2","a170520","a170520","a170520","."
"Matemática Discreta-TP2","a105210","a105210","a105210","."
"Matemática Discreta-TP2","a157820","a157820","a157820","."
"Matemática Discreta-TP2","a177820","a177820","a177820","."
"Matemática Discreta-TP2","a97646","a97646","a97646","."
"Matemática Discreta-TP2","a91926","a91926","a91926","."
"Matemática Discreta-TP2","a167820","a167820","a167820","."
"Matemática Discreta-TP2","a99784","a99784","a99784","."
"Matemática Discreta-TP2","a109420","a109420","a109420","."
"Matemática Discreta-TP2","a132520","a132520","a132520","."
"Matemática Discreta-TP2","a198000","a198000","a198000","."
"Matemática Discreta-TP2","a110520","a110520","a110520","."
"Matemática Discreta-TP2","a177000","a177000","a177000","."
"Matemática Discreta-TP2","a126420","a126420","a126420","."
"Matemática Discreta-TP2","a199420","a199420","a199420","."
"Matemática Discreta-TP2","a123550","a123550","a123550","."
"Matemática Discreta-TP2","a113550","a113550","a113550","."
"Matemática Discreta-TP2","a193920","a193920","a193920","."
"Matemática Discreta-TP2","a151520","a151520","a151520","."
"Matemática Discreta-TP2","a130520","a130520","a130520","."
"Matemática Discreta-TP2","a101520","a101520","a101520","."
"Matemática Discreta-TP2","a179330","a179330","a179330","."
"Matemática Discreta-TP2","a94557","a94557","a94557","."
"Matemática Discreta-TP2","a93558","a93558","a93558","."
"Matemática Discreta-TP2","a150520","a150520","a150520","."
"Matemática Discreta-TP2","a144920","a144920","a144920","."
"Matemática Discreta-TP2","a122110","a122110","a122110","."
"Matemática Discreta-TP2","a174020","a174020","a174020","."
"Matemática Discreta-TP2","a133920","a133920","a133920","."
"Matemática Discreta-TP2","a144240","a144240","a144240","."
"Matemática Discreta-TP2","a123920","a123920","a123920","."
"Matemática Discreta-TP2","a110110","a110110","a110110","."
"Matemática Discreta-TP2","a16236","a16236","a16236","."
"Matemática Discreta-TP2","a90207","a90207","a90207","."
"Matemática Discreta-TP2","a129000","a129000","a129000","."
"Matemática Discreta-TP2","a143920","a143920","a143920","."
"Matemática Discreta-TP2","a182920","a182920","a182920","."
"Matemática Discreta-TP2","a170100","a170100","a170100","."
"Matemática Discreta-TP2","a92565","a92565","a92565","."
"Matemática Discreta-TP2","a100100","a100100","a100100","."
"Matemática Discreta-TP2","a103920","a103920","a103920","."
"Matemática Discreta-TP2","a126000","a126000","a126000","."
"Matemática Discreta-TP2","a179000","a179000","a179000","."
"Matemática Discreta-TP2","a139420","a139420","a139420","."
"Matemática Discreta-TP2","a172520","a172520","a172520","."
"Matemática Discreta-TP2","a187820","a187820","a187820","."
"Matemática Discreta-TP2","a96667","a96667","a96667","."
"Matemática Discreta-TP2","a162520","a162520","a162520","."
"Matemática Discreta-TP2","a94456","a94456","a94456","."
"Matemática Discreta-TP2","a119420","a119420","a119420","."
"Matemática Discreta-TP2","a121520","a121520","a121520","."
"Matemática Discreta-TP2","a142520","a142520","a142520","."
"Matemática Discreta-TP2","a113920","a113920","a113920","."
"Matemática Discreta-TP2","a174920","a174920","a174920","."
"Matemática Discreta-TP2","a197820","a197820","a197820","."
"Matemática Discreta-TP2","a172920","a172920","a172920","."
"Matemática Discreta-TP2","a140520","a140520","a140520","."
"Matemática Discreta-TP2","a169420","a169420","a169420","."
"Matemática Discreta-TP2","a97798","a97798","a97798","."
"Matemática Discreta-TP2","a120520","a120520","a120520","."
"Matemática Discreta-TP2","a141520","a141520","a141520","."
"Matemática Discreta-TP2","a136000","a136000","a136000","."
"Matemática Discreta-TP2","a131520","a131520","a131520","."
"Matemática Discreta-TP2","a131100","a131100","a131100","."
"Matemática Discreta-TP2","a159420","a159420","a159420","."
"Matemática Discreta-TP2","a137000","a137000","a137000","."
"Matemática Discreta-TP2","a134920","a134920","a134920","."
"Matemática Discreta-TP2","a171520","a171520","a171520","."
"Matemática Discreta-TP2","a133550","a133550","a133550","."
"Matemática Discreta-TP2","a178910","a178910","a178910","."
"Matemática Discreta-TP2","a189420","a189420","a189420","."
